Country;Latitude;Longitude;Eastings_X;Northings_Y;Region;Site;Architecture;Architecture_note;LabNumber;C14;STD;Delta13C;Delta15N;MarineResources;AquaticResources;DeltaR;DeltaRErr;Food.source;Material;Context;Context_summary;Source;MainBibliography;Bibliography;Observations;Excluded;Reason_for_exclusion
Portugal;40,9455;-7,6864;610568;4533537;Duero basins;Orca de Seixas;Passage grave;n/a;GrN-26226;5045;25;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Between cist structure in atrium;Funerary area;Cruz et al 2003;n/a;Cruz et al 2003;n/a;No;n/a
Spain;41,17695193;-2,540366302;1041962;4578560;Duero basins;Tumulo de la Sima I;Rundgraber & calero tomb;n/a;Bln-5349;5048;27;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a;No;n/a
Portugal;41,1989;-8,0333;581056;4561287;Duero basins;Mamoa da Mina de Sao Simao;Dolmen;n/a;CSIC-716;5050;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement chamber;Mound soil;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Spain;41,16792868;-2,510618272;1044535;4577744;Duero basins;Peña de la Abuela;Rundgraber & calero tomb;n/a;KIA-4781;5050;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Rojo, Kunst 1999;n/a;Rojo, Kunst 1999;n/a;No;n/a
Spain;41,16792868;-2,510618272;1044535;4577744;Duero basins;Peña de la Abuela;Rundgraber & calero tomb;n/a;Bln-5052;5054;39;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Rojo, Kunst 1999;n/a;Rojo, Kunst 1999;n/a;No;n/a
Portugal;41,2014;-8,0079;583183;4561589;Duero basins;Chã da Parada 4;Dolmen;n/a;GrN-17433;5055;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement tumulus;Mound soil;Boaventura 2009;Cruz 1995;Boaventura 2009/Cruz 1995;n/a;No;n/a
Spain;42,6521;-8,1295;571352;4722549;North;Monte da Romea;Varia;Polygonal chamber;Ua-20005;5055;55;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;Mound;Mav±ana Borrazas 2003;n/a;Mav±ana Borrazas 2003;n/a;No;n/a
Spain;43,1803;-6,9166;669319;4782944;North;La Xorenga;Tumulus;n/a;CSIC-1382;5059;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Sector C;n/a;Cabal et al 2000, 131;Sanchez Hidalgo 1999;Cabal et al 2000, 131;Site also named as Canadeiro I;No;n/a
Portugal;40,8348;-7,7555;604926;4521163;Duero basins;Orca das Castenairas;Passage grave;n/a;GrN-4924;5060;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement chamber;Mound soil;Senna-Martinez, Ventura 2008;n/a;Senna-Martinez, Ventura 2008;n/a;No;n/a
Portugal;41,0233;-7,4417;631011;4542513;Duero basins;Senhora do Monte 3;Passage grave;n/a;GrN-21304;5060;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Hearth tumulus;Mound;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Spain;39,7806;-5,1484;829866;4410506;Tagus basins;Azután;Passage grave;n/a;UGRA-288;5060;90;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants mainly;Human bone;Chamber;Chamber;Mu¬Åller 1998, 82;Bueno Ramirez 1991, 57;M¬Åuller 1998, 82/Bueno Ramirez 1991, 57;n/a;No;n/a
Spain;41,17695193;-2,540366302;1041962;4578560;Duero basins;Tumulo de la Sima I;Rundgraber & calero tomb;n/a;Bln-5378;5068;33;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a;No;n/a
Portugal;40,7125;-8,2439;563864;4507117;Duero basins;Antelas;Passage grave;n/a;OxA-5498;5070;65;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Corridor;Senna-Martinez, Ventura 2008;n/a;Senna-Martinez, Ventura 2008;n/a;No;n/a
Portugal;41,2036;-8,00794;583177;4561833;Duero basins;Chã de Parada 3;Passage grave;n/a;Gif-8289;5070;100;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Entrance structure;Mound;Boaventura 2009;Cruz 1995;Boaventura 2009, Cruz 1995;n/a;No;n/a
Spain;42,4164;-4,39111;879236;4706310;Duero basins;Velilla;Dolmen;n/a;GrN-18486;5070;175;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;Upper occupancy level;Delibes de Castro et al 1992;n/a;Delibes de Castro et al 1992;n/a;No;n/a
Spain;43,0867;-2,2154;1052309;4792835;North;Larrarte;Dolmen;n/a;I-14919;5070;140;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Base of the dolmen;Chamber;Cabal et al 2000, 131;de Blas 1999;Cabal et al 2000, 131/de Blas 1999;n/a;No;n/a
Spain;40,11161586;-3,851613377;938849;4452867;Tagus basins;Valdelasilla -St. 452;Grave;Circular pit;Beta-604114;5070;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Humerus;Position secondary;Barroso et al. 2026;Barroso et al. 2026;Barroso et al. 2026;n/a;No;n/a
Spain;42,6753;-3,7206;932624;4738289;Ebro basin;Rebolledo;Tumulus;n/a;GrN-19567;5075;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Layer 3;n/a;Boaventura 2009;Delibes de Castro, Rojo Guerra 1997 ;Boaventura 2009/Delibes de Castro, Rojo Guerra 1997 ;Geographic coordinates approximated;No;n/a
Spain;43,1803;-6,9166;669319;4782944;North;La Xorenga;Tumulus;n/a;CSIC-1381;5080;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Sector C;n/a;Cabal et al 2000, 131;Sanchez Hidalgo 1999;Cabal et al 2000, 131;Site also named as Canadeiro I;No;n/a
Spain;40,11161586;-3,851613377;938849;4452867;Tagus basins;Valdelasilla -St. 451;Grave;Circular pit;Beta-606799;5080;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Cranium;Position primary;Barroso et al. 2026;Barroso et al. 2026;Barroso et al. 2026;n/a;No;n/a
Spain;41,17695193;-2,540366302;1041962;4578560;Duero basins;Tumulo de la Sima I;Rundgraber & calero tomb;n/a;Bln-5363;5082;31;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a;No;n/a
Portugal;42,0732;-8,1063;573929;4658289;North;Portela do Pau 2;Dolmen;n/a;CSIC-1119;5087;31;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Spain;42,4053;2,959167;1484736;4764616;East;Dolmen de Tires Llargues;Passage grave;n/a;GaK-12162;5090;160;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Base of the corridor;Corridor;http://www.telearchaeology.com/c14/db.aspx, 14.01.2011;n/a;http://www.telearchaeology.com/c14/db.aspx, 14.01.2011;n/a;No;n/a
Spain;40,11161586;-3,851613377;938849;4452867;Tagus basins;Valdelasilla -St. 67;Grave;Circular pit;Beta-653217;5090;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Cranium;Position primary;Barroso et al. 2026;Barroso et al. 2026;Barroso et al. 2026;n/a;No;n/a
Spain;42,43996912;1,492445511;1363364;4752289;East;Feixa del Moro III;Cist;Protomegalithic structure;CNA-2331;5095;45;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Cist 3;n/a;Remolins et al. 2016;Garcia Sanjuan et al. 2022;Remolins et al. 2016/Garcia Sanjuan et al. 2022;Geographic coordinates approximated;No;n/a
Spain;41,16792868;-2,510618272;1044535;4577744;Duero basins;Peña de la Abuela;Rundgraber & calero tomb;n/a;KIA-8873;5098;29;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Rojo, Kunst 1999;n/a;Rojo, Kunst 1999;n/a;No;n/a
Spain;41,16792868;-2,510618272;1044535;4577744;Duero basins;Peña de la Abuela;Rundgraber & calero tomb;n/a;Bln-5053;5099;39;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Rojo, Kunst 1999;n/a;Rojo, Kunst 1999;n/a;No;n/a
Spain;41,25216499;-2,525312685;1042601;4587011;Duero basins;La Mina;Passage grave;n/a;GrN-14951;5100;170;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Paleosol;Cassen et al 1993, Tab. 2, 513;n/a;Cassen et al 1993, Tab. 2, 513;n/a;No;n/a
Portugal;40,9016;-7,8092;600297;4528516;Duero basins;Picoto do Vasco;Passage grave;n/a;GrN-22817;5100;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement corridor;Mound soil;Cruz et al 2003;n/a;Cruz et al 2003;n/a;No;n/a
Portugal;41,0233;-7,4417;631011;4542513;Duero basins;Senhora do Monte 3;Passage grave;n/a;ICEN-1200;5100;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Corridor;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Spain;43,16080594;-7,496979382;622189;4779768;North;Madorra da Granxa;Tumulus;n/a;CSIC-1376;5106;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Fabregas Valcarce, Vilaseco Vazquez 2006;Chao, Alvarez 2000;Chao, Alvarez 2000/Fabregas Valcarce, Vilaseco Vazquez 2006;n/a;No;n/a
Spain;42,01255247;1,485731664;1368724;4704690;East;Megalit del Senyor Bisbe;Cist;Protomegalithic structure;CNA-3051;5109;33;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Structure 1801;n/a;Garcia Sanjuan et al. 2022;Garcia Sanjuan et al. 2022;Castany i Llussa 2008 / Garcia Sanjuan et al. 2022;Geographic coordinates approximated;No;n/a
Spain;41,16792868;-2,510618272;1044535;4577744;Duero basins;Peña de la Abuela;Rundgraber & calero tomb;n/a;Bln-5054;5110;39;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Rojo, Kunst 1999;n/a;Rojo, Kunst 1999;n/a;No;n/a
Spain;43,4942;-5,52278;781149;4821572;North;La Llaguna D;Tumulus;n/a;GrN-16648;5110;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cabal et al 2000, 131;n/a;Cabal et al 2000, 131;n/a;No;n/a
Spain;36,4456;-6,21;750063;4036992;South;Campo de Hockey;Varia;n/a;CNA-832;3065;35;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Circular structure (pit) Trench C2-UE206;Funerary area;Vijande Vila et al 2015;n/a;n/a;n/a;Yes;Non megalithic structure
Portugal;41,4839;-7,4019;633417;4593709;Duero basins;Mamoa do Castelo 1;Passage grave;n/a;CSIC-1818;5112;36;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Under stones of tumulus;Paleosol;Sanches et al 2005;n/a;Sanches et al 2005;n/a;No;n/a
Spain;41,7653;-5,7653;768888;4628776;Duero basins;El Miradero;Rundgraber & calero tomb;n/a;GrN-12100;5115;35;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial;Funerary area;Mu¬Åller 1998, 82;n/a;Mu¬Åller 1998, 82;Geographic coordinates approximated;No;n/a
Portugal;40,7667;-7,4705;629088;4513984;Duero basins;Carapito 1;Passage grave;n/a;TO-3336;5120;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Socket from slab E. Dating the building moment;Mound soil;Senna-Martinez, Ventura 2008;Criado Boado, Fabregas Valcarce 1989;Senna-Martinez, Ventura 2008/Criado Boado, Fabregas Valcarce 1989;n/a;No;n/a
Spain;41,7653;-5,7653;768888;4628776;Duero basins;El Miradero;Rundgraber & calero tomb;n/a;GrN-12103;5120;25;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial;Funerary area;IDEArq.org;n/a;n/a;Geographic coordinates approximated;No;n/a
Spain;42,9489595;-2,2596217;1049942;4777240;North;Otsaarte;Dolmen;Highly damaged. Indetermined;Ua-12500;5120;75;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Portugal;40,9016;-7,8092;600297;4528516;Duero basins;Picoto do Vasco;Passage grave;n/a;CSIC-1328;5124;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Entrance chamber;Mound soil;Cruz et al 2003;n/a;Cruz et al 2003;n/a;No;n/a
Portugal;40,7667;-7,4705;629088;4513984;Duero basins;Carapito 1;Passage grave;n/a;OxA-3733;5125;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Socket from slab E. Dating the building moment;Mound soil;Senna-Martinez, Ventura 2008;n/a;Senna-Martinez, Ventura 2008;n/a;No;n/a
Portugal;41,1989;-8,0333;581056;4561287;Duero basins;Mamoa da Mina de Sao Simao;Dolmen;n/a;CSIC-717;5130;90;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Paleosol;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Portugal;41,0233;-7,4417;631011;4542513;Duero basins;Senhora do Monte 3;Passage grave;n/a;GrN-20791;5130;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Corridor;Cruz et al 1995;n/a;Cruz et al 1995;n/a;No;n/a
Portugal;42,0732;-8,1063;573929;4658289;North;Portela do Pau 2;Dolmen;n/a;CSIC-1120;5131;28;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Spain;43,527;-5,7798;760226;4824378;North;Monte Areo XII;Tumulus;n/a;CSIC-1380;5133;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Wood;n/a;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;Geographic coordinates approximated;No;n/a
Spain;41,7653;-5,7653;768888;4628776;Duero basins;El Miradero;Rundgraber & calero tomb;n/a;GrN-12102;5135;45;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial;Funerary area;IDEArq.org;n/a;n/a;Geographic coordinates approximated;No;n/a
Spain;43,4942;-5,52278;781149;4821572;North;La Llaguna D;Tumulus;n/a;GrN-1664;5135;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cabal et al 2000, 131;n/a;Cabal et al 2000, 131;n/a;No;n/a
Spain;37,33249;-1,74811;1142879;4156505;South;El Oficio;Rock-cut-tomb, artificial cave & hypogeum;n/a;OxA-4969;3405;70;-18,3;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Funerary context;Funerary area;Castro et al 1993-1994;Castro et al 1993-1994;Lozano Medina 2017;n/a;Yes;Non megalithic site
Spain;37,8708;-6,13694;751835;4195344;South;La Traviesa;Cist;n/a;RCD-2111;3420;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Cist nr. 20;Chamber;Garcia Sanjuan et al 2009, 19;n/a;Garcia Sanjuan et al 2009;n/a;Yes;Bronze age site
Portugal;40,9016;-7,8092;600297;4528516;Duero basins;Picoto do Vasco;Passage grave;n/a;GrN-22443;5140;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement corridor;Mound soil;Cruz et al 2003;n/a;Cruz et al 2003;n/a;No;n/a
Spain;43,495;-5,51778;781550;4821678;North;La Llaguna A;Tumulus;n/a;GrN-18283;5140;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cabal et al 2000, 131;n/a;Cabal et al 2000, 131;n/a;No;n/a
Spain;42,7539;-3,69333;934309;4747160;Ebro basin;Moreco;Passage grave;n/a;GrN-12994;5150;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Paleosol;Muller 1998, 88;Cassen et al 1996;Muller 1998, 88/Cassen et al 1996, 513;n/a;No;n/a
Spain;42,5211;-8,52083;539358;4707747;North;As Rozas 1;Tumulus;n/a;†GaK-11189†;5150;140;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Hearth under tumulus;Mound soil;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;Fabregas Valcarce 1988;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294/Fabregas Valcarce 1988;n/a;Yes;Aberrant
Spain;41,7653;-5,7653;768888;4628776;Duero basins;El Miradero;Rundgraber & calero tomb;n/a;GrN-12101;5155;35;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial;Funerary area;Mu¬Åller 1998, 82;Cassen et al 1996;Mu¬Åller 1998, 82/Cassen et al 1996, 513;Geographic coordinates approximated;No;n/a
Portugal;40,9016;-7,8092;600297;4528516;Duero basins;Picoto do Vasco;Passage grave;n/a;CSIC-1221;5160;42;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement corridor;Mound soil;Cruz et al 2003;n/a;Cruz et al 2003;n/a;No;n/a
Spain;40,11161586;-3,851613377;938849;4452867;Tagus basins;Valdelasilla -St. 450;Grave;Circular chamber;Beta-573591;5160;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Cranium;Position primary;Barroso et al. 2026;Barroso et al. 2026;Barroso et al. 2026;n/a;No;n/a
Portugal;41,0465;-7,4713;628477;4545044;Duero basins;Areita 1;Passage grave;n/a;GrA-18518;5170;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Ground level chamber;Paleosol;Cruz et al 2003;n/a;Cruz et al 2003;n/a;No;n/a
Spain;42,6733;-3,7172;932916;4738084;Ebro basin;Fuentepecina I;Dolmen;n/a;GrN-18667;5170;100;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement chamber;Mound soil;Boaventura 2009;Delibes de Castro, Rojo Guerra 1997 ;Boaventura 2009/Delibes de Castro, Rojo Guerra 1997 ;Geographic coordinates approximated;No;n/a
Spain;40,11161586;-3,851613377;938849;4452867;Tagus basins;Valdelasilla -St. 451;Grave;Circular chamber;Beta-610103;5170;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Cranium;Position secondary;Barroso et al. 2026;Barroso et al. 2026;Barroso et al. 2026;n/a;No;n/a
Spain;43,495;-5,51778;781550;4821678;North;La Llaguna A;Tumulus;n/a;GrN-18282;5175;25;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cabal et al 2000, 131;n/a;Cabal et al 2000, 131;n/a;No;n/a
Spain;43,527;-5,7798;760226;4824378;North;Monte Areo XII;Tumulus;n/a;CSIC-1378;5176;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Wood;n/a;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;Geographic coordinates approximated;No;n/a
Spain;43,44849299;-6,286382255;719571;4814198;North;La Cobertoria;Passage grave;n/a;Ua-59945;5179;35;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement;Mound soil;Rodriguez del Cueto, Busto Zapico 2020;Rodriguez del Cueto, Busto Zapico 2020;Rodriguez del Cueto, Busto Zapico 2020;n/a;No;n/a
Spain;40,11161586;-3,851613377;938849;4452867;Tagus basins;Valdelasilla -St. 296;Grave;Oval-shaped structure;Beta-579354;5180;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Cranium;Position primary;Barroso et al. 2026;Barroso et al. 2026;Barroso et al. 2026;n/a;No;n/a
Spain;42,5937;-2,5323;1030726;4736016;Ebro basin;Los Llanos;Passage grave;n/a;I-15168;5190;140;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Ground level corridor;Paleosol;Müller 1998, 82;Cassen et al 1996;Müller 1998, 82/Cassen et al 1996, 514;n/a;No;n/a
Portugal;41,2;-8,03;581331;4561412;Duero basins;Monte da Olheira;Dolmen;n/a;GrN-15330;5195;25;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Paleosol;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Spain;42,4164;-4,39111;879236;4706310;Duero basins;Velilla;Dolmen;n/a;GrN-18487;5195;115;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;Upper occupancy level;Delibes de Castro et al 1992;n/a;Delibes de Castro et al 1992;n/a;No;n/a
Spain;43,1544;-4,74139;846262;4786770;North;Peña Oviedo 1;Dolmen;n/a;GrN-18782;5195;25;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cabal et al 2000, 131;n/a;Cabal et al 2000, 131;Geographic coordinates approximated;No;n/a
Portugal;41,1811;-8,0497;579703;4559296;Duero basins;Outeiro de Gregos 3;Dolmen;n/a;KN-2765;5200;65;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;Mound;Mu¬Åller 1998, 82;n/a;Mu¬Åller 1998, 82;n/a;No;n/a
Spain;42,4164;-4,39111;879236;4706310;Duero basins;Velilla;Dolmen;n/a;GrN-16297;5200;55;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Hearth, precedent;Mound;Cassen et al 1993, Tab 2, 513;n/a;Cassen et al 1993, Tab 2, 513;n/a;No;n/a
Spain;43,1757;-3,4123;954190;4795505;North;Boheriza 2;Dolmen;Cistoid structure;Ua-3229;5200;75;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cabal et al 2000, 131;de Blas 1999;Cabal et al 2000, 131/de Blas 1999;n/a;No;n/a
Spain;43,3949116;-2,7152219;1009026;4823890;North;Katillotxu V;Dolmen;Possibly cistoid structure, cuadrangular shaped of 2.20 x 0.80 m;Beta-259128;5200;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Lopez Quintana, Guenaga Lizasu 2009;n/a;Lopez Quintana, Guenaga Lizasu 2009;n/a;No;n/a
Spain;42,3754;-8,6466;529095;4691518;North;Chan da Cruz 1;Varia;n/a;CSIC-642;5210;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Boaventura 2009;n/a;Boaventura 2009/Cruz 1995;n/a;No;n/a
Portugal;41,02;-8,05;579872;4541411;Duero basins;Cabras;Varia;No evidence of megalithic chamber;ICEN-1267;5220;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Layer surface hearth;Mound;Stockler 1998;n/a;Stockler 1998;n/a;No;n/a
Portugal;41,02;-8,05;579872;4541411;Duero basins;Cabras;Varia;No evidence of megalithic chamber;ICEN-1266;5220;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Paleosol;Stockler 1998;n/a;Stockler 1998;n/a;No;n/a
Portugal;41,1811;-8,0497;579703;4559296;Duero basins;Outeiro de Gregos 3;Dolmen;n/a;KN-2766;5230;75;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;Mound;Mu¬Åller 1998, 82;n/a;Mu¬Åller 1998, 82;n/a;No;n/a
Spain;43,3903;-4,64778;852508;4813364;North;Sierra Plana de la Borbolla 24;Tumulus;n/a;OxA-6914;5230;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cabal et al 2000, 131;n/a;Cabal et al 2000, 131;n/a;No;n/a
Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Tumulus;n/a;I-11069;3470;95;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Settlement, level 13;n/a;Garcia Sanjuan 2009, 19;n/a;Garc°a Sanjuan 2009, 19/Aubet Semmler et al 1983;n/a;Yes;Non megalithic site
Spain;42,2163;-8,6466;529168;4673852;North;Cotogrande 1;Dolmen;Paramegalithic/protomegalithic structure;GrN-17698;5239;80;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil in Chamber;Paleosol;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;Abad 1992-1993;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294/Abad 1992/93;n/a;No;n/a
Spain;43,5336;-5,764;761474;4825161;North;Monte Areo V;Tumulus;n/a;UtC-9320;5239;43;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;IDEArq.org;n/a;IDEArq.org;n/a;No;n/a
Portugal;41,2014;-8,0079;583183;4561589;Duero basins;Chã da Parada 4;Dolmen;n/a;ICEN-890;5240;90;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement tumulus;Mound soil;Boaventura 2009;Cruz 1995;Boaventura 2009/Cruz 1995;n/a;No;n/a
Portugal;41,2014;-8,0079;583183;4561589;Duero basins;Chã da Parada 4;Dolmen;n/a;ICEN-891;5240;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Paleosol;Boaventura 2009;Cruz 1995;Boaventura 2009/Cruz 1995;n/a;No;n/a
Spain;42,7811;-3,88222;918663;4749224;Ebro basin;La Cabaña;Passage grave;;GrN-18670;5240;65;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Tumulus;Mound;Boaventura 2009;n/a;Boaventura 2009/Delibes de Castro, Rojo Guerra 1997 ;n/a;No;n/a
Spain;43,46734005;-7,87727992;590814;4813326;North;Illade 0;Tumulus;n/a;GrN-19210;5240;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Carrero-Pazos 2017;n/a;Carrero-Pazos 2017;Geographic coordinates approximated;No;n/a
Spain;42,4164;-4,39111;879236;4706310;Duero basins;Velilla;Dolmen;n/a;GrN-16296;5250;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Hearth, precedent;Mound;Cassen et al 1993, Tab 2, 513;n/a;Cassen et al 1993, Tab 2, 513;n/a;No;Also GrN-17166
Spain;37,1328;-1,89778;1131266;4133292;South;Gatas;Cist;n/a;OxA-4472;3520;80;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Tomb 37;Funerary area;Castro Garcia 1995/Garcia Sanjuan et al 2011;n/a;Castro Garcia 1995/Garcia Sanjuan et al 2011;DeltaR values from Monge Soares, Matos Martins 2010. ;Yes;Bronze age site
Spain;39,7806;-5,1484;829866;4410506;Tagus basins;Azután;Passage grave;n/a;Beta-157731;5250;40;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants mainly;Charcoal;Chamber;Chamber;Bueno Ramirez et al 2005;Bueno Ramirez et al 2005;Bueno Ramirez et al 2005;n/a;No;n/a
Portugal;41,1901;-8,0258;581696;4560317;Duero basins;Meninas do Crasto 2;Dolmen;n/a;CSIC-656;5260;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial ?;Funerary area;Mu¬Åller 1998, 82;Criado Boado, Fabregas Valcarce 1989;Mu¬Åller 1998, 82/Criado Boado, Fabregas Valcarce 1989, 685;n/a;No;n/a
