Country;Latitude;Longitude;Eastings_X;Northings_Y;Region;Site;Architecture;Architecture_note;LabNumber;C14;STD;Delta13C;Delta15N;MarineResources;AquaticResources;DeltaR;DeltaRErr;Food.source;Material;Context;Context_summary;Source;MainBibliography;Bibliography;Observations;Excluded;Reason_for_exclusion
Portugal;41,1901;-8,0258;581696;4560317;Duero basins;Meninas do Crasto 2;Dolmen;n/a;CSIC-657;5260;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial ?;Funerary area;Mu¬Åller 1998, 82;Criado Boado, Fabregas Valcarce 1989;Mu¬Åller 1998, 82/Criado Boado, Fabregas Valcarce 1989, 685;n/a;No;n/a
Portugal;41,1901;-8,0258;581696;4560317;Duero basins;Meninas do Crasto 2;Dolmen;n/a;CSIC-658;5260;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial ?;Funerary area;Mu¬Åller 1998, 82;Criado Boado, Fabregas Valcarce 1989;Mu¬Åller 1998, 82/Criado Boado, Fabregas Valcarce 1989, 685;n/a;No;n/a
Spain;43,527;-5,7798;760226;4824378;North;Monte Areo XII;Tumulus;n/a;CSIC-1379;5261;31;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Wood;n/a;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;Geographic coordinates approximated;No;n/a
Spain;40,11161586;-3,851613377;938849;4452867;Tagus basins;Valdelasilla -St. 296;Grave;Oval-shaped structure;SUERC-122373;5269;23;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Mandible;Position primary;Barroso et al. 2026;Barroso et al. 2026;Barroso et al. 2026;n/a;No;n/a
Portugal;41,2081;-8,02581;581673;4562316;Duero basins;Furnas 1;Dolmen;Highly damaged, undetermined;CSIC-777;5270;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement monument;Mound soil;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Portugal;41,2077;-8,02581;581673;4562271;Duero basins;Furnas 2;Dolmen;n/a;CSIC-775;5270;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Paleosol;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Spain;42,67327705;-3,717493601;932892;4738080;Ebro basin;Fuentepecina II;Dolmen;n/a;GrN-16073;5270;140;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil level 6;Paleosol;Cassen et al 1993, Tab 2, 513;n/a;Cassen et al 1993, Tab 2, 513;Geographic coordinates approximated;No;n/a
Spain;42,94;-2,15944;1058200;4776908;North;Igartza W;Tumulus;n/a;I-18214;5270;100;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cabal et al 2000, 131;n/a;Cabal et al 2000, 131;n/a;No;n/a
Portugal;41,29858712;-7,60981323;616421;4572960;Duero basins;Madorras I;Passage grave;n/a;CSIC-1030;5280;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Between orthostats;Funerary area;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Spain;43,527;-5,7798;760226;4824378;North;Monte Areo XII;Tumulus;n/a;UtC-7220;5284;42;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Wood;n/a;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;Geographic coordinates approximated;No;n/a
Portugal;41,02;-8,05;579872;4541411;Duero basins;Cabras;Varia;No evidence of megalithic chamber;ICEN-1265;5290;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Paleosol;Stockler 1998;n/a;Stockler 1998;n/a;No;n/a
Spain;42,7447;-3,73;931371;4745949;Ebro basin;Ciella;Passage grave;n/a;GrN-12121;5290;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial ?;Funerary area;Muller 1998, 88;n/a;Muller 1998, 88;n/a;No;n/a
Portugal;40,7125;-8,2439;563864;4507117;Duero basins;Antelas;Passage grave;n/a;OxA-5497;5295;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Corridor;Senna-Martinez, Ventura 2008;n/a;Senna-Martinez, Ventura 2008;n/a;No;n/a
Spain;43,08827185;-2,240243048;1050272;4792845;North;Trikuaizti I;Tumulus;n/a;I-14099;5300;140;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cabal et al 2000, 131;Mujika, Armendariz 1991;Cabal et al 2000, 131/Mujika, Armendariz 1991;The monument has traces of a simple chamber, but it is complex to determine its typology;No;n/a
Spain;37,8708;-6,13694;751835;4195344;South;La Traviesa;Cist;n/a;RCD-2110;3520;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Cist nr. 20;Chamber;Garcia Sanjuan 1997;n/a;Garcia Sanjuan 1997;n/a;Yes;Bronze age site
Spain;41,17695193;-2,540366302;1041962;4578560;Duero basins;Tumulo de la Sima I;Rundgraber & calero tomb;n/a;Bln-5377;5303;34;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a;No;n/a
Spain;43,44849;-6,28638;719571;4814198;North;La Cobertoria;Passage grave;n/a;MADN6629bb;5304;329;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Mud clay;Exterior clay ring;Mound;Rodrv?guez del Cueto, Busto Zapico 2020;n/a;Rodriguez del Cueto, Busto Zapico 2020;n/a;No;n/a
Spain;42,6753;-3,7206;932624;4738289;Ebro basin;Rebolledo;Tumulus;n/a;GrN-19569;5305;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Organic material;Burial, level 1/2;Funerary area;Boaventura 2009;Delibes de Castro, Rojo Guerra 1997 ;Boaventura 2009/Delibes de Castro, Rojo Guerra 1997 ;Geographic coordinates approximated;No;n/a
Spain;43,46734005;-7,87727992;590814;4813326;North;Illade 0;Tumulus;n/a;GrN-19208;5305;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Carrero-Pazos 2017;n/a;Carrero-Pazos 2017;Geographic coordinates approximated;No;n/a
Spain;41,17695193;-2,540366302;1041962;4578560;Duero basins;Tumulo de la Sima I;Rundgraber & calero tomb;n/a;Bln-5362;5308;31;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a;No;n/a
Spain;42,5747;-8,975;502051;4713588;North;Ventin 4;Tumulus;n/a;CSIC-1108;5320;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;Mound;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;Alonso, Bello 1997;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294/Alonso, Bello 1997;n/a;Yes;Lack of contextual data
Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Tumulus;n/a;I-11070;3520;95;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Settlement, level 14;n/a;Garcia Sanjuan 2009, 19;n/a;Garc°a Sanjuan 2009, 19/Aubet Semmler et al 1983;n/a;Yes;Non megalithic site
Spain;40,11161586;-3,851613377;938849;4452867;Tagus basins;Valdelasilla -St. 450;Grave;Circular chamber;Beta-602434;5320;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Cranium;Position secondary;Barroso et al. 2026;Barroso et al. 2026;Barroso et al. 2026;n/a;No;n/a
Portugal;40,7125;-8,2439;563864;4507117;Duero basins;Antelas;Passage grave;n/a;OxA-5496;5330;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Corridor;Senna-Martinez, Ventura 2008;n/a;Senna-Martinez, Ventura 2008;n/a;No;n/a
Spain;42,7134;-7,9119;589100;4729563;North;Mamoa do Monte dos Marxos;Passage grave;n/a;CAMS-77924;5330;80;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Painting with black charcoal;Painting;Steelman et al 2005;n/a;Steelman et al 2005;n/a;No;n/a
Spain;43,5336;-5,764;761474;4825161;North;Monte Areo V;Tumulus;n/a;GrN-22027;5330;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;n/a;No;n/a
Andorra;42,55677867;1,53930551;1365591;4765760;East;Tomba de Segudet;Cist;Protomegalithic structure;Beta-160374;5350;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;SU 17;n/a;Garcia Sanjuan et al. 2022;Garcia Sanjuan et al. 2022;Garcia Sanjuan et al. 2022;n/a;No;n/a
Spain;40,11161586;-3,851613377;938849;4452867;Tagus basins;Valdelasilla -St. 451;Grave;Circular pit;Beta-602436;5350;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Cranium;Position secondary;Barroso et al. 2026;Barroso et al. 2026;Barroso et al. 2026;n/a;No;n/a
Portugal;40,94;-7,35;638896;4533407;Duero basins;Lameira de Cima 2;Passage grave;n/a;OxA-5102;5360;55;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Corridor;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Spain;37,33249;-1,74811;1142879;4156505;South;El Oficio;Rock-cut-tomb, artificial cave & hypogeum;n/a;OxA-4968;3530;50;-17,6;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Funerary context;Funerary area;Castro et al 1993-1994;Castro et al 1993-1994;Lozano Medina 2017;n/a;Yes;Non megalithic site
Spain;37,1328;-1,89778;1131266;4133292;South;Gatas;Cist;n/a;OxA-3969;3530;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Tomb 33;Funerary area;Castro Garcia 1995/Garcia Sanjuan et al 2011;n/a;Castro Garcia 1995/Garcia Sanjuan et al 2011;DeltaR values from Monge Soares, Matos Martins 2010. ;Yes;Bronze age site
Spain;43,527;-5,7798;760226;4824378;North;Monte Areo XII;Tumulus;n/a;UtC-7219;5368;42;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Wood;n/a;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;Geographic coordinates approximated;No;n/a
Spain;43,527;-5,7798;760226;4824378;North;Monte Areo XII;Tumulus;n/a;UtC-7217;5368;44;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Wood;n/a;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;Geographic coordinates approximated;No;n/a
Spain;42,67318785;-3,717150243;932921;4738072;Ebro basin;Fuentepecina II;Dolmen;n/a;GrN-18669;5375;45;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Chamber level 6;Chamber;Boaventura 2009;Delibes de Castro, Rojo Guerra 1997 ;Boaventura 2009/Delibes de Castro, Rojo Guerra 1997 ;Geographic coordinates approximated;No;n/a
Spain;42,56283144;-2,594060968;1025917;4732199;Ebro basin;San Martin;Passage grave;n/a;Beta-339342[bis];5380;40;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Ritual scraper;n/a;Fernandez Eraso, Mujika Alustiza 2015;n/a;Fernandez Eraso, Mujika Alustiza 2015;n/a;No;n/a
Spain;37,1328;-1,89778;1131266;4133292;South;Gatas;Cist;n/a;OxA-3965;3560;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Tomb 26;Funerary area;Castro Garcia 1995/Garcia Sanjuan et al 2011;n/a;Castro Garcia 1995/Garcia Sanjuan et al 2011;DeltaR values from Monge Soares, Matos Martins 2010. ;Yes;Bronze age site
Spain;37,1328;-1,89778;1131266;4133292;South;Gatas;Cist;n/a;OxA-4475;3570;65;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Tomb 28;Funerary area;Castro Garcia 1995/Garcia Sanjuan et al 2011;n/a;Castro Garcia 1995/Garcia Sanjuan et al 2011;DeltaR values from Monge Soares, Matos Martins 2010. ;Yes;Bronze age site
Spain;42,73144374;-8,34430026;553677;4731201;North;Monte dos Escurros;Tumulus;n/a;Ua-22222;5390;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;UE024;n/a;Parga, Prieto 2010;n/a;Parga, Prieto 2010;n/a;No;n/a
Portugal;41,2;-8,03;581331;4561412;Duero basins;Monte da Olheira;Dolmen;n/a;GrN-15331;5400;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Hearth;Mound;Mu¬Åller 1998, 82;Criado Boado, Fabregas Valcarce 1989;Mu¬Åller 1998, 82/Criado Boado, Fabregas Valcarce 1989, 685;n/a;No;n/a
Spain;42,4178;2,986944;1486827;4766334;East;Dolmen d`Arreganyats;Passage grave;n/a;UGRA-148;5400;100;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Base of the corridor,in the chamber a lanceolate arrowhead (supports radiocarbon date);Corridor;Muller 1998, 87;Cassen et al 1996;Muller 1998, 87/Cassen et al 1996, 515;n/a;No;n/a
Spain;42,9489595;-2,2596217;1049942;4777240;North;Otsaarte;Dolmen;Highly damaged. Indetermined;GrA-15967;5400;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Spain;39,6556;-7,51472;627420;4390587;Tagus basins;Joaninha;Passage grave;n/a;Sac-1380;5400;210;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Forte Oliveira 1998;n/a;Forte Oliveira 1998;n/a;No;n/a
Spain;43,527;-5,7798;760226;4824378;North;Monte Areo XII;Tumulus;n/a;UtC-7218;5404;41;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Wood;n/a;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;Geographic coordinates approximated;No;n/a
Spain;43,1969;-3,41667;953677;4797836;North;La Cabaña 2;Dolmen;n/a;Ua-3231;5405;65;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cabal et al 2000, 131;n/a;Cabal et al 2000, 131;n/a;No;n/a
Spain;37,33249;-1,74811;1142879;4156505;South;El Oficio;Rock-cut-tomb, artificial cave & hypogeum;n/a;OxA-4970;3635;60;-18;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Funerary context;Funerary area;Castro et al 1993-1994;Castro et al 1993-1994;Lozano Medina 2017;n/a;Yes;Non megalithic site
Portugal;41,2014;-8,0079;583183;4561589;Duero basins;Chã da Parada 4;Dolmen;n/a;ICEN-169;5420;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Layer 2 basement tumulus;Mound soil;Boaventura 2009;Cruz 1995;Boaventura 2009/Cruz 1995;n/a;No;n/a
Portugal;42,0732;-8,1063;573929;4658289;North;Portela do Pau 2;Dolmen;n/a;CSIC-1121;5435;44;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Portugal;42,0733;-8,10365;574148;4658303;North;Portela do Pau 1;Passage grave;Undifferentiated floor plan and corridor;CSIC-1003;5440;35;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Paleosol;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Portugal;41,1475;-8,0831;576940;4555536;Duero basins;Cha de Carvalhal 1;Dolmen;Closed chamber consisting of six orthostats;OxA-1849;5450;80;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Paleosol;Boaventura 2009;Cruz 1995;Boaventura 2009/Cruz 1995;n/a;No;n/a
Spain;42,75681212;-8,292644174;557882;4734052;North;Chousa Nova 1;Cist;n/a;Beta-277240;5450;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Wood;Wood trunk under mound;Mound soil;Boveda Fernandez, Vilaseco Vazquez, 2015;n/a;Boveda Fernandez, Vilaseco Vazquez, 2015;n/a;No;n/a
Portugal;41,2014;-8,0079;583183;4561589;Duero basins;Chã da Parada 4;Dolmen;n/a;ICEN-162;5470;45;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Layer 1, basement tumulus;Mound soil;Boaventura 2009;Cruz 1995;Boaventura 2009/Cruz 1995;n/a;No;n/a
Spain;42,9395;-8,3958;549295;4754273;North;Catasol 2;Varia;n/a;CSIC-984;5470;35;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil,chamber not excavated;Paleosol;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;Filgueiras Rey 1992;Fabregas Valcarce/Vilaseco Vazquez 2003, 293-294/Filgueiras Rey 1992;n/a;Yes;Lack of contextual data
Spain;43,5336;-5,764;761474;4825161;North;Monte Areo V;Tumulus;n/a;GrN-22026;5470;90;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;n/a;No;n/a
Spain;37,35356675;-2,368442066;1087654;4154782;South;El Plantonal;Varia;n/a;MAD-505;3841;335;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Surface. Dated by TL;Mound;Roman et al 2000/Roman et al 2005;n/a;Roman et al 2000/Roman et al 2005/Lozano Medina 2017;Geographic coordinates approximated;Yes;Non megalithic site
Spain;43,3604827;-3,381689403;955295;4816198;North;Hayas I;Dolmen;n/a;GrN-21232;5490;120;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cabal et al 2000, 131;de Blas 1999/Serna Gonzv°lez, Villar Quinteiro 1997;Cabal et al 2000, 131;n/a;No;n/a
Spain;37,34262173;-2,123684451;1109459;4155126;South;Tumba Torroba;Varia;n/a;MAD-3782;3851;453;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Surface. Dated by TL;Mound;Martinez et al 2006;n/a;Martinez et al 2006/Lozano Medina 2017;Geographic coordinates approximated;Yes;Non megalithic site
Portugal;41,1856;-8,0402;580494;4559804;Duero basins;Outeiro de Gregos 2;Dolmen;n/a;KN-2768;5500;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;Mound;Mu¬Åller 1998, 82;n/a;Mu¬Åller 1998, 82;n/a;No;n/a
Spain;43,1757;-3,4123;954190;4795505;North;Boheriza 2;Dolmen;Cistoid structure;Ua-3228;5500;100;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cabal et al 2000, 131;de Blas 1999;Cabal et al 2000, 131/de Blas 1999;n/a;No;n/a
Spain;43,66992356;-7,743251244;601316;4835980;North;Forno dos Mouros 5;Dolmen;n/a;Ua-20010;5500;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Organic material;Inner chamber;Chamber;Mañana Borrazas 2005;n/a;Mav±ana Borrazas 2005;n/a;No;n/a
Portugal;41,2014;-8,0079;583183;4561589;Duero basins;Chã da Parada 4;Dolmen;n/a;ICEN-170;5530;300;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a;No;n/a
Portugal;41,191;-8,0348;580940;4560409;Duero basins;Outeiro de Ante 3;Dolmen;n/a;Gif-4858;5540;90;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;Mound;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Spain;42,7227;-7,9069;589496;4730601;North;Coto dos Mouros;Passage grave;n/a;CAMS-83631;5540;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Painting with black charcoal;Painting;Steelman et al 2005;n/a;Steelman et al 2005;n/a;No;n/a
Spain;42,017;2,4394;1447763;4715441;East;El Padró II;Cist;n/a;UBAR-116;5580;130;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;From tumulus or chamber, burial with Montbolo material;Mound;Cruells et al 1992, 245;Mestres Torres et al 1996;Cruells et al 1992, 245;n/a;No;n/a
Spain;42,017;2,4394;1447763;4715441;East;El Padró II;Cist;n/a;UBAR-113;5600;130;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;From tumulus or chamber, burial with Montbolo material;Mound;Cruells et al 1992, 245;Mestres Torres et al 1996;Cruells et al 1992, 245;n/a;No;n/a
Portugal;38,943508;-8,030069;584900;4312300;South;Anta de Pardais 3;Passage grave;Corridor;Beta-590465;3870;30;-19,7;8,4;n/a;n/a;n/a;n/a;n/a;Human bone;Radius;UE18;Valera, Pereiro 2022;;Valera, Pereiro 2022;;Yes;n/a
Spain;37,35356675;-2,368442066;1087654;4154782;South;El Plantonal;Varia;n/a;MAD-504;3989;358;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Surface. Dated by TL;Mound;Roman et al 2000/Roman et al 2005;n/a;Roman et al 2000/Roman et al 2005/Lozano Medina 2017;Geographic coordinates approximated;Yes;Non megalithic site
Portugal;41,2;-8,03;581331;4561412;Duero basins;Monte da Olheira;Dolmen;n/a;UGRA-287;5630;90;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Hearth;Mound;Mu¬Åller 1998, 82;Criado Boado, Fabregas Valcarce 1989;Mu¬Åller 1998, 82/Criado Boado, Fabregas Valcarce 1989, 685;n/a;No;n/a
Spain;43,66992356;-7,743251244;601316;4835980;North;Forno dos Mouros 5;Dolmen;Dolmen;UA-20009;5635;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Organic material;Sediment. Inner chamber;Mound soil;Mañana Borrazas 2005;n/a;Mav±ana Borrazas 2005;n/a;No;n/a
Spain;37,38299324;-2,206848022;1101754;4159076;South;Cerro del Barrio 9;Varia;n/a;MAD-3385;4130;463;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Surface. Dated by TL;Mound;Roman et al 2005;n/a;Roman et al 2005/Lozano Medina 2017;Geographic coordinates approximated;Yes;Non megalithic site
Spain;37,35356675;-2,368442066;1087654;4154782;South;La Ruina;Varia;n/a;MAD-508;4206;351;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Surface. Dated by TL;Mound;Roman et al 2000/Roman et al 2005;n/a;Roman et al 2000/Roman et al 2005/Lozano Medina 2017;Geographic coordinates approximated;Yes;High STD
Portugal;38,943508;-8,030069;584900;4312300;South;Anta de Pardais 3;Passage grave;Corridor;Beta-590464;4230;30;-19,3;8,8;n/a;n/a;n/a;n/a;n/a;Human bone;Tibia;UE23;Valera, Pereiro 2022;;Valera, Pereiro 2022;;Yes;n/a
Spain;37,35356675;-2,368442066;1087654;4154782;South;La Ruina;Varia;n/a;MAD-507;4368;377;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Surface. Dated by TL;Mound;Roman et al 2000/Roman et al 2005;n/a;Roman et al 2000/Roman et al 2005/Lozano Medina 2017;Geographic coordinates approximated;Yes;High STD
Spain;42,7111;-3,78333;927236;4741945;Ebro basin;Valdemuriel 1;Passage grave;n/a;Grn-14128;5670;110;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Under tumulus;Mound soil;Cassen et al 1993, Tab 2, 513;n/a;Cassen et al 1993, Tab 2, 513;n/a;No;n/a
Portugal;41,1444;-8,0851;576776;4555190;Duero basins;Monte Maninho;Dolmen;Highly damaged. Indetermined;CSIC-755;5680;80;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Under tumulus;Mound soil;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Spain;42,9395;-8,3958;549295;4754273;North;Catasol 2;Varia;n/a;CSIC-985;5680;35;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;From the tumulus, chamber not excavated;Mound;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;Alonso, Bello 1997;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294/Alonso/Bello 1997;n/a;Yes;Lack of contextual data
Portugal;38,943508;-8,030069;584900;4312300;South;Anta de Pardais 3;Passage grave;Corridor;Beta-590466;4410;30;-19,3;10,2;n/a;n/a;n/a;n/a;n/a;Human bone;Illion;UE4;Valera, Pereiro 2022;;Valera, Pereiro 2022;;Yes;n/a
Portugal;41,0465;-7,4713;628477;4545044;Duero basins;Areita 1;Passage grave;n/a;CSIC-1327;5699;31;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Under the floor of the chamber;Paleosol;Senna-Martinez, Ventura 2008;n/a;Senna-Martinez, Ventura 2008;n/a;No;n/a
Spain;39,9915;-4,2092;909075;4437819;Tagus basins;El Castillejo;Tumulus;n/a;Beta-132917;5710;150;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Burial, Individual 4;Funerary area;Garcia Sanjuan et al 2011, Tab 2;Bueno Ramirez et al 1999;Garcia Sanjuan  et al 2011/Bueno Ramirez et al 1999;n/a;No;n/a
Spain;39,7806;-5,1484;829866;4410506;Tagus basins;Azután;Passage grave;n/a;Ly-4578;5750;130;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants mainly;Human bone;Chamber;Chamber;Mu¬Åller 1998, 82;Bueno Ramirez 1991, 113;Mu¬Åller 1998, 82/Bueno Ramirez 1991, 113;n/a;No;n/a
Portugal;38,187811;-7,502853;631113;4227712;South;Sobreira de Cima 2;Rock-cut-tomb, artificial cave & hypogeum;n/a;SBC 5;4897;259;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Sediment (quartz);Entrance pit. Dated by OSL;Mound soil;Dias et al 2008;n/a;Dias et al 2008/Lozano Medina 2017;n/a;Yes;Aberrant for the regional context
Spain;42,017;2,4394;1447763;4715441;East;El Padró II;Cist;n/a;UBAR-114;5770;80;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;From tumulus or chamber, burial with Montbolo material;Mound;Cruells et al 1992, 245;Mestres Torres et al 1996;Cruells et al 1992, 245;n/a;No;n/a
Portugal;41,191;-8,0348;580940;4560409;Duero basins;Outeiro de Ante 3;Dolmen;n/a;Gif-4857;5780;80;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Debris tumulus;Mound;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Spain;42,0263;2,4321;1447017;4716394;East;Font de la Venta;Varia;n/a;UBAR-60;5780;290;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;From tumulus or chamber, burial with Montbolo material;Mound;Cruells et al. 1992, 245;Mestres Torres et al 1991;Cruells et al 1992, 245;n/a;Yes;Dates are older than expected by archaeologists according to Mestres Torres et al. 1991, 359. Outlier
Spain;37,57573807;-4,163679444;927181;4169753;South;Cerro Almanzora;Varia;n/a;MAD-2537;5139;525;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Surface. Dated by TL;Mound;Roman et al 2005;n/a;Roman et al 2005/Lozano Medina 2017;Geographic coordinates approximated;Yes;Non megalithic site
Portugal;41,1444;-8,0851;576776;4555190;Duero basins;Monte Maninho;Dolmen;Highly damaged. Indetermined;GrN-15569;5805;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Under tumulus;Mound soil;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
